paraphrase,template_id,prop,possible_answers,id
What is Tsutomu Seki's occupation?,0,occupation,"[""astronomer""]",3121959
What is the occupation of Tsutomu Seki?,1,occupation,"[""astronomer""]",3121959
What kind of work does Tsutomu Seki do?,2,occupation,"[""astronomer""]",3121959
What does Tsutomu Seki earn a living as?,3,occupation,"[""astronomer""]",3121959
What job does Tsutomu Seki do?,4,occupation,"[""astronomer""]",3121959
What is Tsutomu Seki's job?,5,occupation,"[""astronomer""]",3121959
What is Matthew McKay's occupation?,0,occupation,"[""dentist"", ""dentists"", ""dental surgeon""]",5120341
What is the occupation of Matthew McKay?,1,occupation,"[""dentist"", ""dentists"", ""dental surgeon""]",5120341
What kind of work does Matthew McKay do?,2,occupation,"[""dentist"", ""dentists"", ""dental surgeon""]",5120341
What does Matthew McKay earn a living as?,3,occupation,"[""dentist"", ""dentists"", ""dental surgeon""]",5120341
What job does Matthew McKay do?,4,occupation,"[""dentist"", ""dentists"", ""dental surgeon""]",5120341
What is Matthew McKay's job?,5,occupation,"[""dentist"", ""dentists"", ""dental surgeon""]",5120341
What is Dominick Bellizzi's occupation?,0,occupation,"[""jockey""]",3931528
What is the occupation of Dominick Bellizzi?,1,occupation,"[""jockey""]",3931528
What kind of work does Dominick Bellizzi do?,2,occupation,"[""jockey""]",3931528
What does Dominick Bellizzi earn a living as?,3,occupation,"[""jockey""]",3931528
What job does Dominick Bellizzi do?,4,occupation,"[""jockey""]",3931528
What is Dominick Bellizzi's job?,5,occupation,"[""jockey""]",3931528
What is William Watson's occupation?,0,occupation,"[""physician"", ""physicians"", ""medical doctor"", ""medical practitioner"", ""doctor"", ""medical doctors""]",3174290
What is the occupation of William Watson?,1,occupation,"[""physician"", ""physicians"", ""medical doctor"", ""medical practitioner"", ""doctor"", ""medical doctors""]",3174290
What kind of work does William Watson do?,2,occupation,"[""physician"", ""physicians"", ""medical doctor"", ""medical practitioner"", ""doctor"", ""medical doctors""]",3174290
What does William Watson earn a living as?,3,occupation,"[""physician"", ""physicians"", ""medical doctor"", ""medical practitioner"", ""doctor"", ""medical doctors""]",3174290
What job does William Watson do?,4,occupation,"[""physician"", ""physicians"", ""medical doctor"", ""medical practitioner"", ""doctor"", ""medical doctors""]",3174290
What is William Watson's job?,5,occupation,"[""physician"", ""physicians"", ""medical doctor"", ""medical practitioner"", ""doctor"", ""medical doctors""]",3174290
What is Sarah Dawn Finer's occupation?,0,occupation,"[""actor"", ""actress"", ""actors"", ""actresses"", ""songwriter"", ""song writer""]",1917994
What is the occupation of Sarah Dawn Finer?,1,occupation,"[""actor"", ""actress"", ""actors"", ""actresses"", ""songwriter"", ""song writer""]",1917994
What kind of work does Sarah Dawn Finer do?,2,occupation,"[""actor"", ""actress"", ""actors"", ""actresses"", ""songwriter"", ""song writer""]",1917994
What does Sarah Dawn Finer earn a living as?,3,occupation,"[""actor"", ""actress"", ""actors"", ""actresses"", ""songwriter"", ""song writer""]",1917994
What job does Sarah Dawn Finer do?,4,occupation,"[""actor"", ""actress"", ""actors"", ""actresses"", ""songwriter"", ""song writer""]",1917994
What is Sarah Dawn Finer's job?,5,occupation,"[""actor"", ""actress"", ""actors"", ""actresses"", ""songwriter"", ""song writer""]",1917994
What is Brendan Canty's occupation?,0,occupation,"[""composer"", ""musician"", ""musical artist""]",2224150
What is the occupation of Brendan Canty?,1,occupation,"[""composer"", ""musician"", ""musical artist""]",2224150
What kind of work does Brendan Canty do?,2,occupation,"[""composer"", ""musician"", ""musical artist""]",2224150
What does Brendan Canty earn a living as?,3,occupation,"[""composer"", ""musician"", ""musical artist""]",2224150
What job does Brendan Canty do?,4,occupation,"[""composer"", ""musician"", ""musical artist""]",2224150
What is Brendan Canty's job?,5,occupation,"[""composer"", ""musician"", ""musical artist""]",2224150
What is María Elena Marqués's occupation?,0,occupation,"[""actor"", ""actress"", ""actors"", ""actresses""]",1536600
What is the occupation of María Elena Marqués?,1,occupation,"[""actor"", ""actress"", ""actors"", ""actresses""]",1536600
What kind of work does María Elena Marqués do?,2,occupation,"[""actor"", ""actress"", ""actors"", ""actresses""]",1536600
What does María Elena Marqués earn a living as?,3,occupation,"[""actor"", ""actress"", ""actors"", ""actresses""]",1536600
What job does María Elena Marqués do?,4,occupation,"[""actor"", ""actress"", ""actors"", ""actresses""]",1536600
What is María Elena Marqués's job?,5,occupation,"[""actor"", ""actress"", ""actors"", ""actresses""]",1536600
What is Michael Arad's occupation?,0,occupation,"[""architect""]",2218017
What is the occupation of Michael Arad?,1,occupation,"[""architect""]",2218017
What kind of work does Michael Arad do?,2,occupation,"[""architect""]",2218017
What does Michael Arad earn a living as?,3,occupation,"[""architect""]",2218017
What job does Michael Arad do?,4,occupation,"[""architect""]",2218017
What is Michael Arad's job?,5,occupation,"[""architect""]",2218017
What is Patrick O'Brien Demsey's occupation?,0,occupation,"[""actor"", ""actress"", ""actors"", ""actresses""]",5394168
What is the occupation of Patrick O'Brien Demsey?,1,occupation,"[""actor"", ""actress"", ""actors"", ""actresses""]",5394168
What kind of work does Patrick O'Brien Demsey do?,2,occupation,"[""actor"", ""actress"", ""actors"", ""actresses""]",5394168
What does Patrick O'Brien Demsey earn a living as?,3,occupation,"[""actor"", ""actress"", ""actors"", ""actresses""]",5394168
What job does Patrick O'Brien Demsey do?,4,occupation,"[""actor"", ""actress"", ""actors"", ""actresses""]",5394168
What is Patrick O'Brien Demsey's job?,5,occupation,"[""actor"", ""actress"", ""actors"", ""actresses""]",5394168
What is Ole Krarup's occupation?,0,occupation,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",6539068
What is the occupation of Ole Krarup?,1,occupation,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",6539068
What kind of work does Ole Krarup do?,2,occupation,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",6539068
What does Ole Krarup earn a living as?,3,occupation,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",6539068
What job does Ole Krarup do?,4,occupation,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",6539068
What is Ole Krarup's job?,5,occupation,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",6539068
What is Antonio Álvarez Alonso's occupation?,0,occupation,"[""composer"", ""pianist""]",1772720
What is the occupation of Antonio Álvarez Alonso?,1,occupation,"[""composer"", ""pianist""]",1772720
What kind of work does Antonio Álvarez Alonso do?,2,occupation,"[""composer"", ""pianist""]",1772720
What does Antonio Álvarez Alonso earn a living as?,3,occupation,"[""composer"", ""pianist""]",1772720
What job does Antonio Álvarez Alonso do?,4,occupation,"[""composer"", ""pianist""]",1772720
What is Antonio Álvarez Alonso's job?,5,occupation,"[""composer"", ""pianist""]",1772720
What is Boutheina Jabnoun's occupation?,0,occupation,"[""journalist"", ""journo"", ""journalists""]",3553522
What is the occupation of Boutheina Jabnoun?,1,occupation,"[""journalist"", ""journo"", ""journalists""]",3553522
What kind of work does Boutheina Jabnoun do?,2,occupation,"[""journalist"", ""journo"", ""journalists""]",3553522
What does Boutheina Jabnoun earn a living as?,3,occupation,"[""journalist"", ""journo"", ""journalists""]",3553522
What job does Boutheina Jabnoun do?,4,occupation,"[""journalist"", ""journo"", ""journalists""]",3553522
What is Boutheina Jabnoun's job?,5,occupation,"[""journalist"", ""journo"", ""journalists""]",3553522
What is Robert Viharo's occupation?,0,occupation,"[""actor"", ""actress"", ""actors"", ""actresses""]",970059
What is the occupation of Robert Viharo?,1,occupation,"[""actor"", ""actress"", ""actors"", ""actresses""]",970059
What kind of work does Robert Viharo do?,2,occupation,"[""actor"", ""actress"", ""actors"", ""actresses""]",970059
What does Robert Viharo earn a living as?,3,occupation,"[""actor"", ""actress"", ""actors"", ""actresses""]",970059
What job does Robert Viharo do?,4,occupation,"[""actor"", ""actress"", ""actors"", ""actresses""]",970059
What is Robert Viharo's job?,5,occupation,"[""actor"", ""actress"", ""actors"", ""actresses""]",970059
What is Ankita Sharma's occupation?,0,occupation,"[""actor"", ""actress"", ""actors"", ""actresses""]",2092231
What is the occupation of Ankita Sharma?,1,occupation,"[""actor"", ""actress"", ""actors"", ""actresses""]",2092231
What kind of work does Ankita Sharma do?,2,occupation,"[""actor"", ""actress"", ""actors"", ""actresses""]",2092231
What does Ankita Sharma earn a living as?,3,occupation,"[""actor"", ""actress"", ""actors"", ""actresses""]",2092231
What job does Ankita Sharma do?,4,occupation,"[""actor"", ""actress"", ""actors"", ""actresses""]",2092231
What is Ankita Sharma's job?,5,occupation,"[""actor"", ""actress"", ""actors"", ""actresses""]",2092231
What is Robby Krieger's occupation?,0,occupation,"[""guitarist"", ""guitar player"", ""guitarists""]",2360504
What is the occupation of Robby Krieger?,1,occupation,"[""guitarist"", ""guitar player"", ""guitarists""]",2360504
What kind of work does Robby Krieger do?,2,occupation,"[""guitarist"", ""guitar player"", ""guitarists""]",2360504
What does Robby Krieger earn a living as?,3,occupation,"[""guitarist"", ""guitar player"", ""guitarists""]",2360504
What job does Robby Krieger do?,4,occupation,"[""guitarist"", ""guitar player"", ""guitarists""]",2360504
What is Robby Krieger's job?,5,occupation,"[""guitarist"", ""guitar player"", ""guitarists""]",2360504
What is Paul's occupation?,0,occupation,"[""missionary"", ""Christian missionary""]",6416076
What is the occupation of Paul?,1,occupation,"[""missionary"", ""Christian missionary""]",6416076
What kind of work does Paul do?,2,occupation,"[""missionary"", ""Christian missionary""]",6416076
What does Paul earn a living as?,3,occupation,"[""missionary"", ""Christian missionary""]",6416076
What job does Paul do?,4,occupation,"[""missionary"", ""Christian missionary""]",6416076
What is Paul's job?,5,occupation,"[""missionary"", ""Christian missionary""]",6416076
What is Shozaburo Nakamura's occupation?,0,occupation,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",130213
What is the occupation of Shozaburo Nakamura?,1,occupation,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",130213
What kind of work does Shozaburo Nakamura do?,2,occupation,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",130213
What does Shozaburo Nakamura earn a living as?,3,occupation,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",130213
What job does Shozaburo Nakamura do?,4,occupation,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",130213
What is Shozaburo Nakamura's job?,5,occupation,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",130213
What is Esquerita's occupation?,0,occupation,"[""pianist"", ""songwriter"", ""song writer""]",2311611
What is the occupation of Esquerita?,1,occupation,"[""pianist"", ""songwriter"", ""song writer""]",2311611
What kind of work does Esquerita do?,2,occupation,"[""pianist"", ""songwriter"", ""song writer""]",2311611
What does Esquerita earn a living as?,3,occupation,"[""pianist"", ""songwriter"", ""song writer""]",2311611
What job does Esquerita do?,4,occupation,"[""pianist"", ""songwriter"", ""song writer""]",2311611
What is Esquerita's job?,5,occupation,"[""pianist"", ""songwriter"", ""song writer""]",2311611
What is Derek Wheatley's occupation?,0,occupation,"[""novelist"", ""barrister"", ""barrister-at-law"", ""Bar-at-law""]",3901091
What is the occupation of Derek Wheatley?,1,occupation,"[""novelist"", ""barrister"", ""barrister-at-law"", ""Bar-at-law""]",3901091
What kind of work does Derek Wheatley do?,2,occupation,"[""novelist"", ""barrister"", ""barrister-at-law"", ""Bar-at-law""]",3901091
What does Derek Wheatley earn a living as?,3,occupation,"[""novelist"", ""barrister"", ""barrister-at-law"", ""Bar-at-law""]",3901091
What job does Derek Wheatley do?,4,occupation,"[""novelist"", ""barrister"", ""barrister-at-law"", ""Bar-at-law""]",3901091
What is Derek Wheatley's job?,5,occupation,"[""novelist"", ""barrister"", ""barrister-at-law"", ""Bar-at-law""]",3901091
What is Herman A. Barnett's occupation?,0,occupation,"[""surgeon"", ""surgeons""]",837389
What is the occupation of Herman A. Barnett?,1,occupation,"[""surgeon"", ""surgeons""]",837389
What kind of work does Herman A. Barnett do?,2,occupation,"[""surgeon"", ""surgeons""]",837389
